Success Deviation,Success Accuracy,Failure Deviation,Failure Accuracy
2,0.9081333333333333,3,0.7274666666666667
2,0.9209166666666667,3,0.7562333333333333
2,0.9218166666666666,3,0.7657166666666667
2,0.90145,3,0.6952166666666667
2,0.89115,3,0.5875166666666667
2,0.9076166666666666,3,0.70865
2,0.9120166666666667,3,0.7073
2,0.9255666666666666,3,0.7443666666666666
2,0.9022166666666667,3,0.6764333333333333
2,0.9101333333333333,3,0.7086833333333333
2,0.8935666666666666,3,0.6524166666666666
2,0.8935833333333333,3,0.5969333333333333
2,0.9116166666666666,3,0.7039333333333333
2,0.9193333333333333,3,0.6863333333333334
2,0.90785,3,0.7222
2,0.90465,3,0.7751833333333333
2,0.92955,3,0.7658
2,0.91325,3,0.7560166666666667
2,0.9396833333333333,3,0.7724
2,0.9001333333333333,3,0.7157166666666667
2,0.8982833333333333,3,0.6857166666666666
2,0.93245,3,0.77475
2,0.9318666666666666,3,0.7651166666666667
2,0.9040333333333334,3,0.7111833333333333
2,0.9335666666666667,3,0.7328
2,0.9275333333333333,3,0.7674666666666666
2,0.9236333333333333,3,0.7285833333333334
2,0.90315,3,0.73865
2,0.9064666666666666,3,0.72435
2,0.8998833333333334,3,0.7416166666666667
2,0.9191,3,0.7781666666666667
2,0.92635,3,0.7386166666666667
2,0.9205,3,0.7096333333333333
2,0.8882666666666666,3,0.69615
2,0.9098,3,0.69115
2,0.8745833333333334,3,0.62895
2,0.8925166666666666,3,0.7372666666666666
2,0.9015666666666666,3,0.7146666666666667
2,0.9016666666666666,3,0.71875
2,0.9087333333333333,3,0.6034666666666667
2,0.9057333333333333,3,0.7468333333333333
2,0.89965,3,0.7802666666666667
2,0.9286833333333333,3,0.7649666666666667
2,0.9270166666666667,3,0.74805
2,0.8799,3,0.6750666666666667
2,0.8722166666666666,3,0.5428833333333334
2,0.8959333333333334,3,0.7514166666666666
2,0.8974333333333333,3,0.6745
2,0.9044333333333333,3,0.6658666666666667
2,0.8979333333333334,3,0.6784666666666667
2,0.9090333333333334,3,0.7187333333333333
2,0.91665,3,0.7070666666666666
2,0.86505,3,0.7022
2,0.91655,3,0.7296833333333334
2,0.9224666666666667,3,0.7817666666666667
2,0.8653833333333333,3,0.6657
2,0.9118166666666667,3,0.7575166666666666
2,0.9029,3,0.6085666666666667
2,0.9223833333333333,3,0.7772
2,0.9050333333333334,3,0.6918833333333333
2,0.9128333333333334,3,0.7070833333333333
2,0.9089,3,0.6955
2,0.9252833333333333,3,0.7581833333333333
2,0.8957,3,0.6863666666666667
2,0.9301333333333334,3,0.7439
2,0.93205,3,0.7822
2,0.9184,3,0.7390666666666666
2,0.9254666666666667,3,0.7525666666666667
2,0.8852833333333333,3,0.6272333333333333
2,0.8893833333333333,3,0.71715
2,0.9136666666666666,3,0.6804666666666667
2,0.87535,3,0.53855
2,0.91065,3,0.7381333333333333
2,0.9328333333333333,3,0.7829
2,0.8653833333333333,3,0.6864833333333333
2,0.8995666666666666,3,0.7141666666666666
2,0.9000833333333333,3,0.7157833333333333
2,0.8952333333333333,3,0.6571
2,0.9215333333333333,3,0.6921333333333334
2,0.9138,3,0.7427333333333334
3,0.81325,4,0.5861333333333333
2,0.8847833333333334,3,0.68655
2,0.9278166666666666,3,0.7479333333333333
2,0.9112,3,0.7391666666666666
2,0.92135,3,0.7985166666666667
3,0.8043666666666667,4,0.59075
2,0.91245,3,0.72825
2,0.92845,3,0.7797333333333333
2,0.8663666666666666,3,0.5944333333333334
2,0.8977,3,0.6689833333333334
2,0.9051,3,0.7435
2,0.8864,3,0.5820833333333333
2,0.9236833333333333,3,0.7473333333333333
2,0.8647666666666667,3,0.6415166666666666
2,0.9080333333333334,3,0.71115
2,0.9160333333333334,3,0.7611
2,0.8983333333333333,3,0.6276166666666667
2,0.9295666666666667,3,0.7533666666666666
2,0.8372333333333334,3,0.5203166666666666
2,0.9173166666666667,3,0.69305
